Symbol,PE Ratio,Market Cap,Forward PE,Forward PS,P/OCF,Fwd EV/S,EV/EBIT,Earnings Yield,Ent. Value,EV/Sales,EV/EBITDA,P/EBITDA,FCF / EV,P/FCF,PS Ratio,PB Ratio,PEG Ratio,EV/Earnings,EV/FCF,FCF Yield,P/TBV,Div. Yield,Div. Growth,Payout Ratio,Shareh. Yield,Div. ($),Years,Last Div.
COKE,19.74,12036032743,,,13.73,,14.57,5.26%,12505996743,1.81,12.16,10.83,4.05%,23.79,1.74,8.49,,19.75,24.72,4.20%,26.54,0.72%,-66.67%,14.30%,4.33%,10.00,2,2.50
UHAL,28.53,10654615044,18.56,,7.25,,18.74,4.21%,16583747044,2.91,9.02,7.11,-7.93%,,1.87,1.40,,36.97,,-12.35%,1.52,,,,,,,0.04
CW,29.09,11568529323,24.04,3.34,21.25,3.57,21.84,3.50%,12380611323,3.97,18.35,16.95,3.93%,23.78,3.71,4.72,2.71,30.57,25.45,4.21%,65.27,0.27%,5.00%,7.96%,0.67%,0.84,10,0.21
ALGN,28.34,11688756498,15.62,2.80,15.83,2.57,17.63,3.60%,10733083498,2.68,13.54,14.28,5.80%,18.77,2.92,3.03,0.97,25.47,17.24,5.33%,3.55,,,,2.06%,,0,0.00
SYM,,11885513714,66.15,4.82,67.11,4.46,,-0.12%,10982479714,5.74,610.54,,1.17%,92.59,6.21,60.48,2.96,,85.56,1.08%,66.00,,,,-27.34%,0.00,0,0.00
TXT,14.73,11583787380,10.38,0.78,11.42,0.93,13.22,7.11%,13730787380,1.00,9.66,7.82,4.76%,17.71,0.85,1.61,0.80,16.66,21.00,5.65%,2.36,0.13%,,1.85%,5.48%,0.08,0,0.02
CPT,71.32,11496235230,74.07,7.22,14.84,9.39,50.50,1.42%,14949617230,9.53,17.03,13.12,3.32%,23.20,7.33,2.46,8.96,91.55,30.16,4.31%,2.48,3.87%,2.73%,279.67%,4.72%,4.20,3,1.05
TER,21.92,11704621575,19.52,3.69,17.41,3.53,18.47,4.63%,11181576575,3.97,15.42,17.63,4.24%,24.69,4.15,4.15,1.16,20.62,23.59,4.05%,4.89,0.66%,6.67%,14.46%,1.26%,0.48,1,0.12
PAA,22.53,11556001920,10.60,0.20,4.64,0.33,13.98,4.45%,19142001920,0.38,7.99,4.27,9.66%,6.25,0.23,1.18,2.27,37.24,10.35,16.01%,1.98,9.28%,19.23%,207.60%,8.82%,1.52,3,0.38
SBS,16.67,12070786883,15.17,,14.68,,11.72,5.99%,14816823494,2.82,8.53,4.02,0.81%,100.52,2.30,2.39,2.55,20.48,123.38,0.99%,,1.21%,-15.76%,9.39%,1.21%,0.21,0,0.21
POOL,26.55,11316591546,26.02,2.07,17.17,2.28,22.06,3.84%,12510652546,2.36,20.42,17.06,4.79%,18.87,2.13,8.89,1.81,28.80,20.86,5.30%,39.78,1.57%,9.09%,42.48%,3.56%,4.80,10,1.20
OC,17.82,11233191592,8.49,1.01,5.94,1.49,14.54,5.76%,16488191592,1.50,9.10,4.38,7.55%,9.02,1.02,2.21,0.82,25.48,13.24,11.08%,,2.06%,15.18%,37.45%,6.89%,2.76,6,0.69
BNT,5.39,11461512423,,,2.51,,2.44,10.59%,3758512423,0.27,2.15,6.44,121.40%,2.51,0.81,0.94,,3.10,0.82,39.81%,1.18,0.77%,13.81%,7.26%,-28.50%,0.36,1,0.09
XPO,29.36,11116981260,23.11,1.33,13.76,1.79,21.53,3.48%,14987981260,1.86,12.64,9.18,0.63%,118.27,1.38,6.94,1.60,38.73,159.45,0.85%,,,,,-1.69%,,,21.00
FLEX,12.00,11259397170,10.31,0.42,6.43,0.49,11.17,8.98%,13100397170,0.55,7.04,6.71,10.37%,8.29,0.47,2.26,0.97,12.96,9.64,12.07%,3.41,,,,9.63%,0.00,1,8.26
RBRK,,10963649805,,9.49,227.33,9.16,,-10.53%,10580846805,11.93,,,0.20%,506.90,12.37,,,,489.20,0.20%,,,,,-154.49%,,0,0.00
SCI,20.76,10568000640,18.90,2.44,11.18,3.51,16.27,4.91%,15184532640,3.63,13.11,8.38,3.66%,19.01,2.52,6.30,1.62,29.28,27.32,5.26%,,1.70%,7.02%,36.26%,5.40%,1.28,10,0.32
GME,75.70,11168158320,164.88,3.00,76.65,1.83,49.59,1.18%,6803958320,1.78,38.64,519.45,2.13%,77.07,2.92,2.27,0.86,51.82,46.96,1.30%,2.27,,,,-29.33%,,,0.10
SOLV,23.61,11273389928,11.86,1.34,9.51,2.20,19.04,4.25%,18521389928,2.24,12.12,6.84,4.35%,14.00,1.37,3.81,,38.67,23.01,7.14%,,,,,-0.58%,,0,0.00
CPB,21.80,11152007398,11.92,1.06,9.01,1.71,17.37,4.67%,17998007398,1.78,12.21,5.99,4.29%,14.43,1.10,2.85,0.61,34.55,23.28,6.93%,,4.13%,2.70%,90.07%,4.16%,1.56,0,0.39
LAMR,31.16,10124493237,18.00,4.35,11.59,6.28,27.19,3.57%,14633025237,6.63,14.62,11.30,5.11%,13.53,4.59,9.67,7.43,40.48,19.55,7.39%,,5.38%,16.83%,167.61%,4.93%,5.90,1,1.55
KNSL,26.90,11146626624,26.87,6.03,11.42,6.07,21.37,3.72%,11217535624,7.07,21.14,20.98,8.49%,11.70,7.02,7.51,1.83,27.04,11.78,8.54%,7.52,0.14%,8.77%,3.82%,0.04%,0.68,9,0.17
SNN,26.44,10872222502,11.45,,11.02,,21.11,3.79%,13574222502,2.34,10.54,8.12,4.46%,17.94,1.87,2.07,0.44,32.95,22.40,5.57%,8.98,2.98%,,159.57%,2.90%,0.75,0,0.46
RTO,0.28,10786396880,16.31,1.84,12.28,2.55,19.12,3.56%,14911385058,2.19,10.38,8.70,4.06%,17.83,1.59,1.97,1.22,38.86,24.65,5.61%,,2.69%,5.42%,385.48%,2.69%,0.59,2,0.38
ZBRA,22.19,11555317202,14.48,2.15,11.41,2.42,17.71,4.57%,12980317202,2.61,14.34,12.39,7.35%,12.11,2.32,3.22,0.78,24.58,13.61,8.26%,,,,,-0.43%,,0,0.00
RGA,16.33,11605108788,7.57,0.48,1.24,0.56,10.43,6.18%,13321108788,0.60,10.07,8.70,70.34%,1.24,0.52,1.07,1.57,18.58,1.42,80.74%,1.08,2.06%,5.07%,33.18%,2.11%,3.56,10,0.89
LBRDA,12.42,10907406607,14.04,,104.88,,11.42,7.97%,14572406607,14.34,9.83,38.10,-0.61%,,10.74,1.11,-657.00,16.77,,-0.82%,1.42,,,,2.20%,,,0.44
RNR,6.63,11440030490,9.32,1.03,2.75,1.05,5.83,16.04%,11650115490,1.00,5.17,3.34,35.75%,2.75,0.98,1.08,-3.13,6.35,2.80,36.41%,1.25,0.69%,2.61%,4.54%,-0.82%,1.60,10,0.40
APTV,7.16,11350693620,6.67,0.56,4.64,0.91,7.90,15.74%,18540693620,0.94,5.60,3.73,8.75%,7.00,0.58,1.29,0.68,10.38,11.43,14.29%,7.00,,,,9.27%,,,0.22
UHAL.B,25.43,10629070676,16.54,,7.32,,14.07,5.91%,15420920676,2.74,7.96,6.83,-5.19%,,1.89,1.48,,24.53,,-7.54%,1.46,0.37%,11.11%,8.74%,0.37%,0.20,3,0.05
ILMN,,11214720000,15.49,2.55,13.40,2.85,,-10.91%,12537720000,2.87,,16.05,5.65%,15.82,2.57,4.73,0.62,,17.68,6.32%,11.66,4.36%,,,-0.63%,3.11,1,3.11
RGLD,33.74,11188994180,26.91,13.59,21.13,13.35,25.22,2.97%,10993496180,15.28,18.95,19.47,4.82%,21.13,15.55,3.59,1.41,33.11,20.76,4.73%,3.58,1.05%,9.68%,35.71%,0.99%,1.80,10,0.45
RVTY,42.31,11150242335,18.48,3.86,17.75,4.60,39.78,2.42%,13289069335,4.82,17.44,13.35,4.08%,20.59,4.05,1.45,0.72,49.15,24.53,4.86%,,0.30%,,12.75%,1.66%,0.28,0,0.07
WLK,18.71,11156956848,15.33,0.89,8.49,1.08,12.85,5.40%,13512956848,1.11,6.24,5.78,2.26%,36.46,0.92,1.06,1.59,22.45,44.16,2.74%,1.54,2.42%,11.74%,45.26%,1.93%,2.10,10,0.53
AUR,,11308730891,,2793.35,,2521.15,,-6.61%,10206730891,,,,-6.32%,,,6.03,,,,-5.70%,8.85,,,,-21.93%,0.00,0,0.00
AGI,40.74,11782746240,22.99,6.85,17.82,6.81,23.16,2.41%,11718146240,8.70,16.18,16.26,2.01%,49.97,8.75,3.29,-2.50,41.22,49.70,2.00%,3.10,0.36%,,14.49%,-5.64%,0.10,0,0.03
LBRDK,12.70,11001711772,14.36,,407.47,,11.10,7.82%,14613711772,14.91,9.50,37.00,-1.24%,,11.23,1.20,,16.99,,-1.65%,1.38,,,,2.31%,,0,0.00
ULS,33.06,10719820695,31.93,3.51,20.46,3.72,25.18,3.04%,11356820695,3.96,18.23,18.87,2.53%,37.35,3.74,11.86,2.86,34.84,39.57,2.68%,124.65,0.95%,,32.10%,0.46%,0.52,1,0.13
AKAM,22.36,10681737075,11.45,2.55,7.03,3.27,22.34,4.73%,13719759075,3.44,10.87,9.85,6.08%,12.81,2.68,2.19,0.93,27.17,16.45,7.81%,10.99,,,,0.68%,,0,0.00
OHI,24.45,10656256970,21.41,8.98,14.22,12.59,23.39,3.81%,14946380970,14.22,15.84,11.39,2.20%,32.38,10.14,2.35,1.13,36.78,45.41,3.09%,2.84,7.11%,,173.24%,-3.14%,2.68,0,0.67
PNW,17.29,10803506400,19.79,2.01,6.71,4.07,19.92,5.64%,21848010400,4.26,10.64,5.36,-1.50%,,2.11,1.60,4.31,35.89,,-3.04%,1.75,3.97%,1.72%,68.32%,1.83%,3.58,10,0.90
TXRH,25.02,10707529320,22.87,1.80,14.21,1.90,22.32,4.05%,11316776320,2.11,16.52,15.46,3.54%,26.72,1.99,7.88,,26.10,28.24,3.74%,9.06,1.68%,11.06%,42.04%,1.88%,2.72,4,0.68
BMRN,25.52,10759822800,17.52,3.36,18.78,3.20,18.43,3.97%,10217254800,3.58,15.70,16.14,4.87%,21.63,3.77,1.90,0.38,23.94,20.54,4.62%,2.10,,,,-2.67%,,0,0.00
MBLY,,10625499833,43.15,5.93,26.56,5.14,,-29.08%,9199499833,5.56,,,3.47%,33.31,6.42,0.88,0.92,,28.84,3.00%,4.65,,,,-0.50%,0.00,0,0.00
YMM,25.64,553201771,19.49,,,,,76.02%,-2871269621,,,31.54,,,0.36,0.11,,,,,2.35,0.77%,,20.20%,2.01%,0.08,1,0.08
H,8.79,10616558241,36.96,1.51,16.77,1.89,7.63,12.21%,13292558241,2.00,6.29,14.28,3.48%,22.93,1.60,2.99,0.79,10.26,28.71,4.36%,,0.54%,,4.74%,7.42%,0.60,2,0.15
SUZ,,11173831743,38.76,,3.20,,,-9.39%,29531653700,4.20,107.30,2.82,2.43%,15.56,1.59,2.04,,,41.14,6.42%,3.64,3.11%,13.08%,,7.64%,0.27,1,0.27
LKQ,15.63,10629113830,11.43,0.74,9.48,1.11,13.06,6.49%,16004113830,1.11,9.81,6.08,5.06%,13.12,0.74,1.77,0.92,23.19,19.76,7.62%,,2.92%,4.35%,45.84%,5.78%,1.20,4,0.30
WTRG,17.67,10566345400,14.74,4.20,13.72,7.29,20.93,5.63%,18330080400,8.79,14.72,9.35,-2.14%,,5.07,1.70,2.71,30.79,,-3.72%,2.74,3.40%,5.99%,60.00%,0.87%,1.30,10,0.33
CLH,25.88,10371742544,25.01,1.67,13.34,2.03,18.88,3.88%,12622681544,2.14,11.80,9.66,2.81%,29.25,1.76,4.03,188.43,31.38,35.59,3.42%,26.23,,,,0.34%,,0,0.00
ENTG,35.42,10344303560,20.31,2.97,16.37,4.03,26.23,2.83%,14068354560,4.34,15.38,11.14,2.25%,32.72,3.19,2.80,1.58,48.05,44.50,3.06%,,0.58%,,20.73%,-0.01%,0.40,0,0.10
GGAL,17.54,6560223530,3.47,,4.24,,13.99,6.36%,7056688328,1.61,12.11,,21.04%,4.42,1.50,3.50,0.75,16.92,4.75,22.63%,1.86,4.87%,127.30%,223.31%,4.87%,2.37,3,0.72
PEN,752.78,10437808900,73.70,7.64,61.95,7.56,494.56,0.13%,10321066900,8.64,231.56,73.62,1.43%,70.86,8.74,9.07,-62.27,736.59,70.07,1.41%,10.67,,,,-0.13%,0.00,0,0.00
MMYT,48.96,10319553778,,8.84,96.93,8.43,74.00,2.31%,9848358778,10.52,,91.60,1.03%,102.22,11.03,8.70,-0.21,41.39,97.55,0.98%,17.24,,,,-2.46%,,0,0.00
FUTU,15.20,10472494757,9.35,0.71,,,,6.68%,-5531347226,,,,,,6.00,2.90,,,,,2.91,2.61%,,38.96%,2.48%,1.95,1,1.95
NDSN,23.13,10344555151,17.69,3.62,19.05,4.37,19.02,4.37%,12509325151,4.68,15.69,12.91,3.72%,22.24,3.87,3.60,1.39,27.65,26.90,4.50%,,1.72%,12.27%,39.69%,1.87%,3.12,62,0.78
EHC,22.54,10173939755,20.69,1.72,10.15,2.16,14.44,5.86%,12764639755,2.38,10.78,8.62,2.82%,28.24,1.89,4.92,,21.40,35.43,3.54%,20.86,0.67%,10.00%,15.25%,-0.21%,0.68,0,0.17
PCTY,47.42,10335778768,27.38,6.21,26.29,6.15,34.69,2.14%,10227462768,6.83,26.71,33.26,3.08%,32.80,6.90,8.82,1.23,46.24,32.46,3.05%,17.19,,,,0.20%,,0,0.00
SN,23.57,10229924902,14.55,1.59,22.91,1.67,16.96,4.29%,10787115902,1.95,13.85,13.41,2.74%,34.63,1.85,5.28,1.42,24.59,36.51,2.89%,16.11,,,,-1.19%,,1,1.08
FTI,12.64,10167328100,11.81,1.02,10.58,1.09,10.53,8.29%,10801028100,1.19,7.62,7.25,6.29%,14.97,1.12,3.29,2.04,12.81,15.90,6.68%,4.02,0.83%,33.33%,10.15%,3.46%,0.20,2,0.05
BROS,167.51,9290082992,94.14,5.77,37.70,6.17,123.15,0.38%,9939637992,7.76,52.46,46.71,0.35%,270.37,7.25,17.29,,281.91,289.28,0.37%,19.77,,,,-67.75%,,0,0.00
JLL,18.77,10075733639,12.28,0.39,12.83,0.43,13.94,5.43%,11377233639,0.49,10.61,8.05,5.27%,16.80,0.43,1.49,0.72,20.81,18.97,5.95%,7.00,,,,-0.17%,0.00,,0.43
HTHT,23.95,987002132,16.13,0.08,0.96,0.35,6.25,42.30%,4296045812,1.31,4.94,11.02,21.07%,1.09,0.30,0.59,46.26,10.29,4.75,91.70%,35.91,4.97%,,120.13%,7.22%,1.58,0,0.95
ITT,19.13,9808700000,18.61,2.58,17.43,2.63,14.73,5.28%,10029600000,2.76,12.26,12.83,4.39%,22.28,2.70,3.55,1.80,19.35,22.78,4.49%,11.25,1.15%,10.01%,22.29%,1.65%,1.40,10,0.35
INCY,367.80,10676719080,9.36,2.25,31.84,1.81,26.83,0.31%,8554966080,2.02,20.96,60.12,2.91%,42.87,2.52,3.10,0.38,262.30,34.35,2.33%,3.36,,,,6.82%,,0,0.00
ALLE,17.88,10523545732,15.38,2.67,15.59,3.05,15.01,5.68%,12019245732,3.19,13.07,11.73,4.85%,18.05,2.79,7.01,1.72,20.12,20.62,5.54%,,1.67%,6.56%,29.91%,2.65%,2.04,10,0.51
AFG,11.74,10380750795,11.75,1.39,9.01,1.39,8.71,8.54%,10449750795,1.26,8.16,7.90,10.04%,9.90,1.25,2.32,2.78,11.78,9.96,10.11%,2.63,7.32%,34.76%,86.19%,8.37%,9.11,1,0.80
BSAC,11.94,25658090,11.40,0.00,0.05,0.01,20.44,3344.75%,22160215948,8.45,18.06,,1.92%,0.06,0.01,0.00,2.85,25.82,52.16,1655.73%,2.41,6.32%,78.44%,29460.36%,6.32%,1.35,0,1.35
LOGI,16.39,10429345926,14.82,2.19,10.96,1.87,12.19,6.28%,8926513926,1.96,11.00,12.94,10.06%,11.61,2.29,4.96,1.65,13.63,9.94,8.61%,6.15,1.94%,16.67%,32.10%,5.46%,1.37,9,1.37
CHRW,23.20,10544666130,17.99,0.58,20.71,0.67,18.19,4.42%,12173833130,0.69,15.89,13.87,3.57%,24.25,0.59,6.12,1.80,26.14,28.00,4.12%,63.97,2.75%,1.23%,64.25%,1.95%,2.48,27,0.62
BXP,657.56,9373942500,32.26,2.72,7.59,7.26,37.95,0.15%,25022816500,7.34,16.16,5.51,0.40%,93.35,2.75,1.73,0.32,1753.28,249.20,1.07%,1.93,6.57%,,4355.56%,6.33%,3.92,0,0.98
HLI,28.94,10652054573,22.05,4.05,14.89,3.91,20.60,3.37%,10284294573,4.58,18.14,,6.59%,15.71,4.75,5.12,6.54,28.66,15.17,6.37%,18.40,1.54%,3.64%,43.62%,0.23%,2.28,10,0.57
RDY,15.86,10589362416,15.04,0.03,20.12,0.03,11.59,6.31%,9877507748,2.95,9.64,10.53,2.24%,47.95,3.16,3.26,4.51,14.79,44.73,2.09%,4.23,3.76%,-18.13%,63.73%,3.70%,0.48,0,0.48
CAVA,80.70,10261330867,162.92,8.49,63.72,8.50,236.53,1.27%,10273918867,10.66,98.99,94.05,0.51%,193.99,10.65,14.75,,78.84,194.23,0.52%,14.82,,,,-86.41%,,0,0.00
KMX,22.54,10264612000,16.97,0.38,13.03,1.05,39.18,4.49%,28667162000,1.10,28.22,20.37,1.18%,30.39,0.40,1.65,0.68,62.19,84.88,3.29%,1.68,,,,2.23%,,0,0.00
CART,24.43,10215191622,23.39,2.71,14.87,2.31,15.54,4.39%,8720191622,2.58,13.89,18.81,7.14%,16.40,3.02,3.30,0.69,19.46,14.00,6.10%,3.75,,,,-121.38%,,0,0.00
RBC,44.64,10212132834,29.84,5.81,33.60,6.37,30.78,2.12%,11200032834,6.95,22.87,20.90,2.31%,39.46,6.33,3.47,1.45,51.61,43.28,2.53%,,,,,-6.91%,,,0.35
KEP,4.25,10085254440,18.15,0.00,9.62,0.00,,-36.92%,109657626025,1.62,14.86,0.69,-7.58%,,0.15,0.41,,,,-82.46%,0.39,,,,,,,0.49
PSO,19.41,10487945877,17.67,2.76,9.97,3.07,14.46,5.17%,11653025156,2.62,10.49,12.40,8.73%,10.31,2.36,2.00,0.68,21.48,11.46,9.70%,7.93,1.97%,6.66%,38.26%,6.67%,0.30,1,0.21
FTAI,,10459176490,17.92,4.19,,,,-0.31%,,,,13.34,,,6.03,,3.22,,,-4.33%,,1.26%,,,0.03%,1.20,0,0.30
NICE,22.10,9448571373,11.96,3.13,11.35,2.78,15.37,4.68%,8390466373,3.07,11.17,12.79,8.73%,12.89,3.45,2.63,1.05,18.96,11.45,7.76%,6.94,,,,1.15%,,,0.16
ALAB,,9370038264,45.04,13.70,68.56,12.37,,-0.89%,8455737264,21.34,,,1.21%,91.48,23.64,9.71,,,82.55,1.09%,9.71,,,,-253.51%,,0,0.00
CCK,23.18,9653038920,11.93,0.80,8.10,1.26,14.31,4.39%,15153038920,1.28,10.06,5.04,5.39%,11.82,0.82,3.50,0.62,35.74,18.55,8.46%,,1.28%,4.12%,29.30%,2.09%,1.04,4,0.26
APG,,9678832787,16.73,1.30,15.61,1.64,117.45,-2.31%,12214832787,1.74,24.28,12.33,4.66%,17.01,1.38,3.28,,,21.47,5.88%,,,,,-14.04%,,0,0.00
CLS,21.57,9030886920,16.05,0.83,19.06,0.86,16.09,4.74%,9404286920,0.97,12.77,12.37,3.25%,29.52,0.94,4.76,19.42,21.97,30.74,3.39%,7.64,,,,1.33%,,0,0.00
AEG,5.46,9059836871,7.43,,9.36,,3.71,24.28%,9648947068,0.17,3.99,,9.81%,9.57,0.16,0.86,14.09,4.39,10.20,10.45%,1.03,3.42%,-42.98%,51.62%,4.21%,0.20,3,0.20
ATR,25.53,9290335694,24.95,2.54,14.44,2.58,18.39,4.03%,9452155694,2.64,12.15,12.01,3.90%,25.22,2.59,3.76,4.14,25.24,25.65,3.97%,7.27,1.28%,9.32%,32.55%,0.11%,1.80,10,0.45
BWXT,32.40,9136728159,28.06,2.98,22.37,3.30,26.08,3.09%,10115304159,3.74,21.35,21.97,2.52%,35.86,3.38,8.45,2.31,35.88,39.70,2.79%,14.49,0.99%,4.30%,32.57%,1.02%,1.00,10,0.25
DOX,19.03,9220920230,11.60,2.01,14.24,2.10,15.10,5.38%,9665703230,1.98,11.59,9.46,5.78%,16.51,1.89,2.66,1.05,19.47,17.31,6.06%,23.21,2.55%,10.09%,48.89%,6.35%,2.11,10,0.53
TLN,10.74,9097011037,29.58,3.84,35.54,4.96,8.80,10.97%,11736011037,5.55,7.25,14.02,0.57%,135.78,4.30,6.56,,11.76,175.16,0.74%,6.57,,,,8.09%,,0,0.00
MTZ,56.47,9224015094,21.24,0.69,8.22,0.86,28.11,1.76%,11455710094,0.93,12.53,9.64,9.07%,8.88,0.75,3.17,0.56,70.37,11.03,11.26%,,,,,-1.73%,,0,0.00
BIRK,38.79,8878686757,25.07,3.95,17.16,4.51,20.14,2.57%,10129168041,5.22,16.35,16.13,4.42%,19.82,4.57,2.89,,44.43,22.61,5.05%,,,,,-0.49%,,0,0.00
WIX,65.97,8666425376,19.31,4.30,17.42,4.23,85.20,1.60%,8529222376,4.84,65.00,66.30,5.61%,18.13,4.92,,0.27,61.66,17.84,5.52%,,,,,-2.65%,,0,0.00
ARMK,25.91,8682188750,16.47,0.45,10.90,0.75,18.43,3.91%,14418955750,0.82,11.76,7.38,2.68%,22.47,0.49,2.82,1.57,42.46,37.32,4.45%,,1.28%,14.67%,33.09%,-0.38%,0.42,2,0.11
COHR,,8642510036,14.26,1.41,13.94,1.93,29.35,-0.68%,11777088036,2.22,12.31,9.53,1.95%,37.69,1.63,1.67,0.34,,51.36,2.65%,,,,,-2.10%,,,1.00
ASND,,8577383188,,14.88,,15.46,,-4.59%,8910173955,23.52,,,-3.86%,,22.64,,,,,-4.01%,,,,,-2.85%,,0,0.00
HMY,16.57,10104263889,,,264.55,,264.46,0.24%,10106291574,62.27,203.74,8.59,0.17%,600.28,62.26,4.93,,409.38,600.40,0.17%,4.05,0.94%,28.58%,17.22%,0.78%,0.15,2,0.10
CIB,6.24,9032064968,6.44,,90.50,,4.30,15.69%,8525362736,1.68,3.85,,-3.20%,,1.78,0.91,1.65,6.02,,-3.02%,1.27,17.33%,79.56%,430.15%,17.33%,6.36,3,3.81
BEN,26.79,9289036640,8.17,1.42,8.62,2.81,26.31,4.06%,18421236640,2.11,14.68,5.40,4.61%,10.95,1.06,0.75,0.38,48.85,21.71,9.14%,5.84,7.22%,3.28%,195.36%,1.29%,1.28,45,0.32
MUSA,19.89,9634129160,18.27,0.46,11.37,0.57,15.94,5.22%,11931829160,0.59,11.97,9.57,3.28%,24.61,0.48,11.47,1.71,23.74,30.48,4.06%,25.86,0.38%,16.25%,7.71%,4.97%,1.86,5,0.49
SQM,10.34,8661013706,10.73,,3.56,,3.64,10.66%,10702130706,1.43,3.64,6.84,12.44%,6.51,1.16,1.95,0.69,11.59,8.04,15.37%,1.91,0.64%,-80.68%,,0.64%,0.21,0,0.21
MRNA,,9282732960,32.47,4.28,,1.37,,-38.36%,2967732960,0.92,,,-136.64%,,2.87,0.85,,,,-43.68%,0.86,,,,-0.52%,,0,0.00
MGA,9.06,9007099920,5.98,0.22,2.48,0.36,8.90,11.20%,14828099920,0.35,8.90,2.33,10.37%,5.86,0.21,0.78,0.50,14.70,9.64,17.08%,1.16,6.04%,2.96%,55.14%,5.91%,1.94,7,0.49
WBA,,9244017150,6.92,0.06,5.79,0.25,,-62.52%,38246017150,0.25,,7.63,1.49%,16.19,0.06,1.30,3.55,,66.98,6.18%,,,,,-0.19%,,0,0.25
VTRS,,8546820400,2.98,0.60,3.71,1.54,,-7.42%,21859220400,1.48,7.75,1.91,9.06%,4.32,0.58,0.46,0.13,,11.04,23.16%,,6.61%,,,7.86%,0.48,0,0.12
SWKS,16.27,8191690500,12.19,2.17,5.74,2.02,12.66,6.43%,7626190500,1.89,7.21,8.84,16.43%,6.54,2.03,1.28,1.80,14.48,6.09,15.30%,2.55,5.20%,4.51%,86.11%,4.99%,2.80,10,0.70
GMAB,10.64,11445389759,0.19,0.45,9.83,0.33,5.06,9.56%,8438272425,2.81,4.87,11.30,13.26%,10.23,3.81,2.08,0.98,7.71,7.54,9.77%,3.83,,,,-0.17%,,0,0.00
UHS,10.54,11563420115,9.56,0.68,5.59,0.96,9.86,9.88%,16392866115,1.04,7.29,5.08,6.85%,10.29,0.73,1.73,1.87,14.35,14.59,9.71%,4.34,0.45%,,4.76%,3.64%,0.80,0,0.20
MORN,31.35,11524570199,31.13,4.68,19.48,4.82,23.22,3.21%,11877570199,5.22,16.92,22.28,3.78%,25.67,5.07,7.12,,32.11,26.46,3.90%,,0.67%,12.35%,21.21%,0.20%,1.82,3,0.46
JNPR,40.28,11541701600,15.94,2.08,14.64,2.15,41.29,2.49%,11907701600,2.35,26.74,22.17,5.65%,17.16,2.27,2.41,1.19,41.36,17.70,5.83%,11.46,2.54%,,102.33%,-0.14%,0.88,0,0.22
ICLR,15.15,11643933627,10.94,1.37,9.05,1.73,13.26,6.80%,14671393627,1.77,9.20,6.83,7.62%,10.41,1.41,1.22,0.70,18.54,13.12,9.61%,,,,,-0.38%,,0,0.00
AVTR,14.20,10068010050,13.69,1.49,11.97,2.04,12.92,7.07%,13861910050,2.04,9.38,8.90,4.99%,14.55,1.48,1.69,,19.48,20.03,6.87%,,,,,-0.52%,0.00,0,0.00
NLY,10.68,10337701500,6.08,1.91,3.12,18.19,96.79,8.20%,98454720500,82.16,93.99,,3.36%,3.12,8.63,0.82,-3.61,116.19,29.74,32.03%,0.90,16.18%,1.92%,172.84%,10.48%,2.80,0,0.70
PAG,10.83,9933318304,10.79,0.32,8.42,0.58,11.98,9.25%,18129518304,0.60,10.85,6.74,4.62%,11.86,0.33,1.91,1.71,19.73,21.65,8.43%,5.44,2.99%,46.05%,32.32%,4.58%,4.44,4,1.22
AR,177.33,9932865600,10.12,1.79,11.70,2.51,243.96,0.58%,13966326600,3.23,16.97,12.13,0.95%,74.96,2.30,1.41,0.35,244.06,105.40,1.33%,1.41,,,,-0.58%,,,0.30
LECO,21.55,9839690889,18.34,2.38,16.43,2.60,16.84,4.74%,10723503889,2.68,14.79,12.31,4.57%,20.07,2.45,7.41,1.27,23.01,21.88,4.98%,32.67,1.69%,8.15%,36.81%,3.06%,3.00,10,0.75
WWD,28.50,10087027807,26.45,2.86,23.63,3.04,21.63,3.67%,10705475807,3.23,17.54,18.50,3.19%,29.58,3.05,4.57,1.71,28.93,31.39,3.38%,9.88,0.67%,13.19%,18.76%,1.80%,1.12,4,0.28
GL,9.93,9872584220,8.40,1.58,7.04,1.99,8.56,10.85%,12446911220,2.15,8.56,6.57,10.70%,7.42,1.71,1.86,,11.62,9.35,13.49%,2.05,0.91%,43.48%,9.05%,11.72%,1.08,0,0.27
EWBC,8.54,9852774800,8.02,3.94,6.98,3.27,5.52,11.83%,8179071800,3.35,4.87,,17.26%,6.98,4.04,1.28,5.58,7.02,5.79,14.33%,1.36,3.37%,13.07%,28.81%,4.74%,2.40,7,0.60
ALLY,17.77,9822177300,8.78,1.14,2.17,2.16,25.72,5.68%,18650177300,2.28,9.69,,24.28%,2.17,1.20,0.71,0.35,33.42,4.12,46.10%,0.90,3.75%,,66.79%,2.07%,1.20,0,0.30
BG,9.22,9872101846,9.08,0.17,5.20,0.24,7.04,11.52%,13680101846,0.26,5.67,4.86,3.83%,18.84,0.19,1.00,1.71,12.03,26.11,5.31%,1.08,3.69%,4.11%,34.04%,9.40%,2.72,4,0.68
GMED,94.64,11354793750,20.30,4.17,21.81,4.04,88.08,0.91%,11001924750,4.37,29.03,14.05,3.68%,28.02,4.51,2.72,1.96,106.83,27.15,3.57%,5.01,,,,-20.27%,,0,0.00
